Clicks_Plus_Leads,Clicks,Leads,Revenue
9202,7532,1670,636916
4679,3253,1426,380472
7093,4687,2406,429654
9351,6889,2462,1288980
683,487,196,122094
7526,5947,1579,187440
1954,1534,420,41514
9922,7037,2885,566570
3512,2761,751,191268
1724,1347,377,107536
4361,2726,1635,483138
2873,1899,974,138189
2986,2079,907,98952
1563,1286,277,147395
19905,12835,7070,2033500
11858,7693,4165,975015
10960,7660,3300,890625
860,655,205,47880
2840,1950,890,369950
3821,2890,931,306900
7524,5582,1942,449438
1087,799,288,83430
4693,3026,1667,179036
4520,2898,1622,125430
9818,7535,2283,342138
800,535,265,87450
1756,1304,452,191362
5852,4331,1521,341824
5649,3699,1950,568217
1957,1379,578,131753
956,648,308,57838
2379,1824,555,294060
4220,3173,1047,315692
1115,800,315,94650
11999,9541,2458,664892
1017,671,346,52098
9692,6553,3139,242050
5045,3674,1371,197568
2742,2073,669,70866
9728,8039,1689,317100
14430,9773,4657,755964
8137,5976,2161,196896
2943,2124,819,332220
7522,5477,2045,764544
8087,6363,1724,514228
12566,8826,3740,1265176
7565,5598,1967,405054
1557,1230,327,57122
3464,2676,788,249475
5965,4067,1898,661912
4997,3426,1571,691488
6632,4199,2433,584220
8541,5430,3111,1374100
2493,1585,908,441540
12970,8942,4028,1192550
6527,5383,1144,306460
3092,2098,994,180928
6259,4145,2114,564984
5644,3862,1782,615228
2377,1584,793,198100
6940,4851,2089,265045
4239,2900,1339,572850
3953,2794,1159,219566
12168,8372,3796,999544
2428,1992,436,113288
1487,966,521,73236
3487,2496,991,255744
4561,3153,1408,675376
9056,7139,1917,891800
6478,4070,2408,339138
11217,7200,4017,1007475
10966,7002,3964,785876
12169,8372,3797,1216005
1171,829,342,46961
12308,7756,4552,640510
1790,1269,521,158730
7494,5476,2018,397936
5138,4272,866,412230
9388,6526,2862,1652399
5689,4201,1488,315226
759,555,204,58179
868,658,210,99540
8285,5473,2812,830800
7007,5098,1909,257278
3709,2799,910,219120
5181,3733,1448,459480
3829,2882,947,331905
4035,2589,1446,399938
12562,7859,4703,716988
7887,5474,2413,484445
14524,9667,4857,1470876
13434,8426,5008,1023894
4315,3311,1004,260400
7617,5990,1627,201259
12054,8255,3799,800072
4852,3458,1394,315568
6094,4492,1602,422304
14210,11500,2710,1210965
8850,7165,1685,329400
10393,6612,3781,980322
1903,1362,541,152625
2636,1936,700,125440
9917,8234,1683,1030024
3056,2376,680,184950
6422,4781,1641,294723
2483,1949,534,137664
2831,2211,620,143148
2719,1781,938,263520
2859,1942,917,335826
1600,1154,446,174200
7019,4916,2103,278369
18184,14087,4097,1763328
5053,3396,1657,389790
9712,6569,3143,1851360
762,538,224,61544
4809,3177,1632,317384
10115,7016,3099,1368882
5398,4078,1320,397843
1606,1303,303,69112
8148,5949,2199,173043
7905,5521,2384,532144
4710,3581,1129,496314
4894,4013,881,110484
3842,2625,1217,159264
8694,5553,3141,378282
7891,5639,2252,726408
4891,3200,1691,302484
6252,4988,1264,527578
10060,7748,2312,331780
6244,4474,1770,209297
4576,3014,1562,605346
4684,3212,1472,502128
4891,3136,1755,694671
2546,1608,938,442816
2356,1727,629,159576
1343,871,472,189472
4045,3030,1015,198120
6478,4430,2048,579576
3756,3042,714,149500
4318,2712,1606,652786
13731,9779,3952,1743824
9327,6075,3252,1192686
10429,7495,2934,535248
7182,5832,1350,342804
7061,5050,2011,570375
15261,10529,4732,672950
8913,5816,3097,562036
3245,2188,1057,243789
2969,1967,1002,478695
2634,1686,948,124978
829,656,173,39808
9719,7923,1796,302049
912,587,325,84630
12334,8032,4302,2263972
2156,1497,659,155848
14528,10197,4331,795420
1241,993,248,67710
5440,4461,979,306128
10209,7778,2431,1271610
3117,2023,1094,409530
18870,13811,5059,1375928
9325,7284,2041,482760
12188,9866,2322,635586
2388,1628,760,324691
1595,1208,387,168336
6969,5178,1791,664981
1610,1227,383,107440
6758,4779,1979,777796
406,268,138,31360
4939,3162,1777,516705
12452,10193,2259,455464
10581,7740,2841,777756
13469,11187,2282,332330
2633,2021,612,97600
753,609,144,51198
13494,8979,4515,1308240
7547,5784,1763,866450
11134,8628,2506,1043197
757,491,266,21576
5498,3848,1650,202350
4359,3238,1121,272896
7127,5001,2126,570051
6247,4377,1870,204680
7084,4789,2295,910437
7981,5820,2161,339700
2127,1691,436,174050
8739,6230,2509,795270
10842,7837,3005,1130685
11165,8954,2211,434388
7248,5497,1751,564804
1943,1374,569,161243
11868,9635,2233,632485
5728,3792,1936,392916
12982,10701,2281,990912
953,656,297,24206
8213,5546,2667,340918
12602,8831,3771,1154232
8170,5167,3003,1357808
16647,10839,5808,693764
2664,1708,956,217264
11599,7764,3835,953154
12608,10011,2597,176800
7154,5134,2020,457425
5105,3595,1510,728960
1773,1350,423,124416
2098,1518,580,201500
8828,5525,3303,1316990
2912,2317,595,90721
1397,1052,345,46116
1242,812,430,58110
4678,3681,997,100100
6762,5352,1410,290820
4590,2908,1682,247491
2962,2095,867,207748
10932,8568,2364,661664
811,666,145,16402
3861,2705,1156,513986
5264,3713,1551,537320
6142,4983,1159,351560
5652,3559,2093,947376
4307,3098,1209,514752
7434,4985,2449,716160
14981,10728,4253,1178820
11179,8372,2807,550792
2823,2188,635,201390
10059,8055,2004,491112
9812,7357,2455,690540
14980,10821,4159,1594074
3909,2548,1361,352085
3902,2890,1012,181790
4082,3126,956,168740
14182,9085,5097,1795776
12101,8081,4020,373184
4862,3191,1671,508428
12173,7900,4273,713940
12078,9131,2947,403158
9541,6804,2737,995676
9248,6202,3046,1258104
5959,3760,2199,285318
6262,4122,2140,576240
7157,4826,2331,881636
8151,5167,2984,651372
3131,2574,557,57876
9294,6426,2868,690194
3592,2273,1319,196308
5498,3837,1661,333795
3916,3201,715,225673
4862,3870,992,356690
10391,7004,3387,913403
2457,1658,799,234264
8104,5242,2862,1246245
12277,8268,4009,968000
5880,3826,2054,795432
9401,6343,3058,920185
11140,8153,2987,432525
2169,1696,473,85316
6778,4789,1989,732641
11688,8077,3611,959549
5227,3310,1917,788316
6435,4126,2309,898872
923,714,209,70532
8190,5491,2699,835490
1649,1254,395,98048
5393,3834,1559,522153
10643,6877,3766,743802
593,401,192,26643
3576,2680,896,276174
4905,3353,1552,270760
8225,5876,2349,194035
16248,11836,4412,979587
1435,1146,289,59214
1985,1305,680,169548
13908,8734,5174,2665850
6196,4544,1652,673740
13711,9585,4126,941235
2472,1969,503,104983
1634,1128,506,92480
7313,4789,2524,756000
4067,3352,715,185130
4596,3487,1109,206976
2414,1903,511,101898
7542,5172,2370,592040
11259,8314,2945,1103850
11309,7404,3905,452298
5639,4328,1311,411312
8655,7016,1639,866688
20235,13080,7155,1633336
1825,1488,337,109060
5033,4014,1019,105357
3741,2640,1101,327360
6461,4147,2314,508365
16190,10464,5726,1012725
13925,9453,4472,987784
2432,1965,467,94560
2790,1841,949,430560
6302,4040,2262,898168
6716,5251,1465,554610
12732,9768,2964,354319
7890,5222,2668,369820
10870,7645,3225,1499008
3909,2954,955,331632
5309,3429,1880,628878
18046,14180,3866,1104090
10871,7299,3572,1952994
17057,11333,5724,1476180
5939,4516,1423,758725
1447,1004,443,94691
9785,7759,2026,472654
12435,9982,2453,983424
6023,4078,1945,482647
6238,4765,1473,415361
10350,6957,3393,342700
13334,10507,2827,454816
3307,2195,1112,374540
9731,7766,1965,320166
1391,927,464,227688
1637,1251,386,120726
12993,9211,3782,1473732
2308,1606,702,216070
14393,11514,2879,872733
7626,5767,1859,441045
17885,12126,5759,824100
4213,3122,1091,546865
13420,9874,3546,495171
1139,899,240,105175
529,402,127,61662
9211,7202,2009,367476
2625,2116,509,45390
9368,6031,3337,795648
9544,6844,2700,952969
11578,8490,3088,1391214
1941,1524,417,55328
12549,9838,2711,1469034
9475,6559,2916,530640
2640,2200,440,118167
2587,2128,459,147828
13181,8955,4226,1262010
510,389,121,40508
11766,7900,3866,505505
14414,11038,3376,317364
8245,5503,2742,1448931
2909,2083,826,350898
928,618,310,111072
2506,1865,641,122075
3497,2593,904,271164
3272,2664,608,210915
3089,2034,1055,322915
2722,2125,597,127243
8889,6966,1923,926663
3372,2660,712,227385
8980,6884,2096,409418
2141,1749,392,83556
11310,8351,2959,1297990
3213,2314,899,110985
12137,8963,3174,525008
3798,2627,1171,308790
3479,2720,759,309008
2142,1723,419,168693
2568,1997,571,197111
4756,3762,994,470820
843,635,208,24771
14438,9245,5193,1960682
2234,1502,732,83430
8698,5757,2941,535000
11740,9527,2213,873178
949,721,228,35723
8588,6041,2547,370164
4325,2860,1465,434044
3824,3152,672,204102
4106,3128,978,333645
3801,2965,836,264620
4611,3698,913,343040
8410,6125,2285,997506
2598,1680,918,61103
7547,6264,1283,214144
5100,3325,1775,332000
3933,3065,868,237004
7742,5785,1957,556125
956,660,296,67965
4404,3331,1073,363285
13826,10410,3416,918756
1615,1095,520,141546
4572,3722,850,260712
3149,2195,954,352920
11120,9042,2078,1017360
7890,6082,1808,235200
817,552,265,92352
6966,4842,2124,485268
3993,2573,1420,487424
8224,5712,2512,327918
2793,1778,1015,308052
6988,5283,1705,386656
7387,5349,2038,1196564
5020,3409,1611,559958
3998,2946,1052,165509
4926,3785,1141,329220
2531,1718,813,307536
7064,4620,2444,1200975
8328,5220,3108,709982
8708,6537,2171,406881
7987,5009,2978,817423
13447,9567,3880,760200
2242,1734,508,96558
13201,8295,4906,2080463
2063,1602,461,85848
1772,1440,332,86330
10209,6624,3585,1056000
5110,3363,1747,303432
2779,1759,1020,229764
13747,9947,3800,437800
9774,6238,3536,2124204
3900,3193,707,300715
16803,13696,3107,429244
3360,2653,707,161910
9580,6607,2973,505262
2035,1368,667,287914
13925,10497,3428,924550
612,494,118,43960
5591,3940,1651,508620
11354,7635,3719,857500
17540,12092,5448,1080960
5492,4443,1049,492228
3559,2471,1088,432440
8131,5546,2585,730730
5631,4615,1016,170450
1319,918,401,57564
8648,6494,2154,511755
9528,6704,2824,460104
2491,2059,432,82650
7619,5843,1776,520950
12285,8307,3978,882108
1115,807,308,92543
8333,6748,1585,678870
3115,2503,612,349448
3993,3137,856,267860
5163,3845,1318,238000
3727,2998,729,409216
2484,2047,437,119192
6464,4245,2219,1027520
10888,7271,3617,1970829
1696,1256,440,53550
2234,1672,562,144648
6797,4750,2047,618192
5734,4589,1145,405500
9529,7174,2355,960284
3023,2495,528,116216
6443,5178,1265,295647
4550,3110,1440,96514
2878,2169,709,178640
14890,11334,3556,274536
9159,5762,3397,319308
4185,2805,1380,200595
6930,4740,2190,310356
14092,10941,3151,1330803
2016,1331,685,195408
346,282,64,8920
5033,3768,1265,584290
641,477,164,49320
2863,1882,981,172916
6551,5346,1205,583100
12924,9165,3759,1786785
3061,1931,1130,276816
7826,5772,2054,427707
5499,3699,1800,342910
4467,3243,1224,463080
14652,10943,3709,1424932
2295,1704,591,124422
8406,5421,2985,304634
3185,2159,1026,427961
13047,9500,3547,902745
3435,2349,1086,418704
3467,2299,1168,342984
11459,8646,2813,1138104
9129,7319,1810,575605
17134,11107,6027,3069146
3796,2701,1095,368676
1364,859,505,169683
3647,2514,1133,134232
9607,6294,3313,1297770
831,596,235,60298
2945,2436,509,58080
9778,6174,3604,1540440
15067,10230,4837,948720
4175,3324,851,219840
6449,4581,1868,688896
16971,12298,4673,1094780
12417,8973,3444,572975
9162,6480,2682,456300
3319,2181,1138,160721
14022,9813,4209,522120
3044,2263,781,224370
9490,6265,3225,498201
1404,1126,278,86125
16338,11493,4845,539760
4756,3776,980,228260
4238,3509,729,144585
6515,5320,1195,258160
2042,1376,666,233604
2109,1491,618,110390
2601,1924,677,144099
2211,1833,378,41952
552,395,157,57800
10396,8342,2054,581145
12496,9888,2608,261664
15843,12073,3770,775971
8079,6132,1947,578435
8217,5365,2852,1134847
2941,1981,960,205666
1425,947,478,108976
6824,4574,2250,786588
6044,3830,2214,618280
4344,3060,1284,170240
4404,3400,1004,458034
4104,3264,840,117294
10526,8214,2312,643288
5834,3995,1839,612623
3430,2462,968,402016
935,610,325,89262
7885,4947,2938,1322704
8177,5685,2492,930017
2849,2281,568,215625
4148,3082,1066,317460
3219,2132,1087,264414
3574,2297,1277,320896
17227,11068,6159,2170704
12837,8350,4487,2180936
4141,3042,1099,198909
7659,5025,2634,833160
2564,1683,881,352350
2121,1481,640,300560
9485,6072,3413,559860
4340,3000,1340,500112
925,665,260,75060
3086,2193,893,273726
633,424,209,31160
6840,4515,2325,633759
13533,8851,4682,1052128
5478,3975,1503,260848
735,587,148,25921
8501,7024,1477,291060
6695,4730,1965,285936
3458,2215,1243,319587
4061,3333,728,198414
5452,3817,1635,283318
6702,4687,2015,671691
6073,4322,1751,899469
7052,4540,2512,720090
3027,2345,682,82800
3053,2487,566,120736
1656,1084,572,151371
4472,2851,1621,653304
10078,6313,3765,695232
6354,4557,1797,380831
5967,4954,1013,87822
17217,12965,4252,2254455
15617,10538,5079,936324
3189,2057,1132,333594
10676,6883,3793,547302
5072,3326,1746,273686
10285,6537,3748,876832
2790,1831,959,240968
3096,1970,1126,181812
2401,1524,877,142576
16400,12300,4100,505760
7084,4495,2589,419366
9880,7255,2625,417956
10332,7512,2820,323736
3844,2463,1381,132132
1760,1368,392,168237
3831,2516,1315,208302
5760,4147,1613,781440
3492,2807,685,208845
3067,2157,910,335936
10832,8926,1906,561600
7035,4569,2466,198381
1006,820,186,63726
11421,8143,3278,1603913
6713,5219,1494,740952
4073,2690,1383,340533
16862,10936,5926,1289169
700,484,216,49830
9816,7141,2675,1200813
627,425,202,23380
7212,4694,2518,543566
13089,9237,3852,1052676
9175,7455,1720,232554
14606,9815,4791,1212576
876,628,248,59892
3653,2939,714,92840
9804,7584,2220,834678
12282,9112,3170,811800
4080,2586,1494,178287
10833,8358,2475,157248
10600,8612,1988,609310
4457,3454,1003,355484
5148,4128,1020,604506
5414,3833,1581,540124
2904,1888,1016,138864
3096,2020,1076,426570
5285,4169,1116,513760
1645,1245,400,37391
10819,7774,3045,992224
4927,3542,1385,251262
2869,1884,985,220884
9861,7473,2388,448290
3496,2686,810,447640
8979,6917,2062,776226
3390,2382,1008,346608
4702,3067,1635,525160
6723,5566,1157,340466
14434,10443,3991,441335
8040,5913,2127,828509
10504,6827,3677,1580376
11502,7252,4250,907605
1692,1059,633,109292
3349,2476,873,223802
13113,8738,4375,1202448
9332,6917,2415,942946
2549,1970,579,154036
7859,5275,2584,1402512
3088,2370,718,158826
2243,1449,794,258318
3743,2500,1243,278304
15899,10050,5849,1735840
8543,5915,2628,1077356
2799,1976,823,286000
15997,11571,4426,501280
16857,12236,4621,1950312
3668,2747,921,412764
2625,2077,548,136836
4986,3618,1368,307380
17645,11063,6582,894985
2616,2079,537,66585
6403,4987,1416,346290
1597,1107,490,134037
3668,2365,1303,360654
10814,7695,3119,1038160
4668,3081,1587,301665
1440,997,443,238278
1057,750,307,112322
16074,10643,5431,2120796
11236,7101,4135,2028042
1801,1342,459,254849
13923,10890,3033,426790
7281,5563,1718,228900
2690,1998,692,277888
16207,11747,4460,2483760
6014,3862,2152,514345
7158,5614,1544,563425
8758,7293,1465,191719
1225,803,422,49215
1531,1170,361,98452
8629,5551,3078,1682398
8392,6617,1775,336565
6808,5667,1141,403380
2185,1780,405,95760
5518,4348,1170,166251
1048,740,308,61360
1535,1254,281,81320
5229,3525,1704,193356
17983,11780,6203,1177800
4051,2915,1136,396045
2136,1714,422,158424
2309,1814,495,141660
11809,9361,2448,918645
865,580,285,68376
1687,1087,600,98624
4492,2947,1545,579465
6139,4918,1221,229635
6414,5028,1386,474830
2124,1647,477,68326
2038,1553,485,80556
10132,7885,2247,446121
7746,6192,1554,865578
5223,3372,1851,490870
6596,4790,1806,159192
6645,4413,2232,596808
8337,6389,1948,998844
2472,1867,605,130732
17067,11401,5666,1167231
5278,3635,1643,643420
5196,4072,1124,198144
3117,2574,543,270398
6928,4552,2376,388360
3961,3252,709,188856
1484,1106,378,125928
6612,5161,1451,430569
5016,3240,1776,244512
9633,6720,2913,968169
6316,3952,2364,1094962
7251,4976,2275,388688
2174,1647,527,281232
3336,2335,1001,344668
7396,5877,1519,480792
3806,2471,1335,284876
5301,4403,898,140760
663,527,136,38500
18802,12203,6599,1176222
3281,2209,1072,426308
870,680,190,69564
2898,1995,903,89610
9586,7109,2477,1118720
11583,7282,4301,322806
12725,8204,4521,827544
1974,1300,674,347150
9730,7587,2143,781172
6093,4049,2044,577720
4096,3115,981,99456
11161,7711,3450,1950359
1027,779,248,137448
11721,8777,2944,1015850
3748,2390,1358,292980
2493,1709,784,359379
3159,2030,1129,402544
2601,1925,676,95550
5109,3752,1357,411858
7121,4571,2550,896211
1196,905,291,85095
8573,5434,3139,488948
5804,4172,1632,863360
2111,1678,433,194967
1355,860,495,242262
1873,1506,367,118524
2109,1475,634,98523
8175,5624,2551,610996
5337,4114,1223,286208
6536,4250,2286,589064
2466,1754,712,105288
4088,3071,1017,388570
2317,1620,697,184680
2826,2018,808,137625
11027,8043,2984,1766898
2584,1782,802,104304
16483,13027,3456,800182
3636,2432,1204,394902
11817,7951,3866,1001428
1505,1247,258,86136
464,362,102,45628
1037,752,285,63961
7680,5681,1999,197825
3178,2560,618,335601
15630,9898,5732,1620320
5594,4316,1278,410943
4942,3655,1287,426393
8972,7361,1611,658476
7031,5135,1896,768768
10736,6830,3906,1038730
6276,4130,2146,544420
4594,2952,1642,335664
2125,1448,677,86580
6637,4647,1990,290904
4582,3093,1489,407676
2001,1360,641,187209
5190,4099,1091,323730
2224,1542,682,311402
1821,1145,676,203345
2767,2295,472,148250
8541,6787,1754,416875
4180,2889,1291,231570
3395,2317,1078,321645
5880,4490,1390,118371
7260,4829,2431,669672
4009,2645,1364,467720
3644,2861,783,137472
13070,9735,3335,1784558
1338,1112,226,78566
5251,3809,1442,413321
6629,4647,1982,582387
3122,2493,629,145848
7295,6074,1221,268320
2512,1715,797,82812
2943,2157,786,122040
5492,4570,922,420644
5630,3652,1978,342487
10180,6605,3575,537972
7291,5894,1397,462720
2313,1622,691,296888
5987,4457,1530,762320
11066,8894,2172,420320
10520,7958,2562,546962
11028,8706,2322,616311
5468,3676,1792,336379
18077,12311,5766,2048775
2154,1648,506,77350
3128,2081,1047,133750
1743,1097,646,73085
2782,1851,931,476912
9079,6591,2488,343680
7378,5106,2272,576306
1820,1452,368,60384
13650,10340,3310,970255
8370,6002,2368,482196
1130,730,400,84130
9644,6972,2672,707850
2576,1744,832,159936
2108,1754,354,91060
11700,9147,2553,784620
4319,3396,923,368354
2687,2227,460,113442
5357,4064,1293,397152
6884,4810,2074,294508
11353,7618,3735,547944
13010,8167,4843,2255968
1743,1331,412,92061
3730,2518,1212,276914
19240,12280,6960,1645420
9763,6988,2775,351120
2282,1690,592,258624
591,439,152,39872
2891,2318,573,127751
14578,10224,4354,2063495
3020,2280,740,134748
3986,2927,1059,326583
2800,2071,729,178321
18150,11915,6235,3661600
9139,6516,2623,569660
11808,8173,3635,810468
9683,6458,3225,412416
2021,1681,340,156600
6708,5217,1491,338920
9006,5861,3145,1770170
13264,10721,2543,270364
2296,1740,556,142105
17403,11786,5617,1113108
6245,4129,2116,1007398
2623,1978,645,162634
3690,2391,1299,376536
3080,2400,680,59472
3941,2478,1463,238700
1649,1266,383,107595
689,475,214,56684
3005,2410,595,65790
4431,2796,1635,444822
7777,5530,2247,342447
5707,4416,1291,178347
2948,2189,759,137685
6657,4791,1866,741216
18646,13589,5057,806564
7882,6111,1771,292695
1410,1030,380,105376
6775,5240,1535,477648
2360,1766,594,101441
6488,5295,1193,176416
3641,2552,1089,336420
1249,787,462,97295
5193,4305,888,102870
5917,3971,1946,566430
11437,7532,3905,828417
3850,2534,1316,182664
13883,10828,3055,997293
11176,7833,3343,299611
7928,6226,1702,364832
2594,1932,662,284016
873,673,200,46104
3053,2410,643,103428
12350,9741,2609,662965
12255,7692,4563,851004
2868,2068,800,302926
1328,1007,321,107562
1687,1249,438,102564
413,314,99,37177
876,598,278,43710
7533,4888,2645,193760
18066,14015,4051,908187
17400,11209,6191,2962264
10653,8125,2528,298368
4016,2764,1252,401436
2621,2089,532,68670
1629,1265,364,75366
3345,2254,1091,341170
5074,4189,885,249561
9923,8266,1657,486359
930,616,314,61884
1089,737,352,110778
975,620,355,80375
3980,2511,1469,240900
18581,12432,6149,1168990
10259,7322,2937,317835
18240,13590,4650,1433586
15257,9797,5460,2600290
985,742,243,78142
7592,5158,2434,465617
18364,11619,6745,2880225
6475,5358,1117,73100
4634,3337,1297,255996
3178,2130,1048,297856
7337,5949,1388,329700
4835,3745,1090,354939
1086,883,203,89804
6906,4718,2188,428901
12524,8249,4275,854633
9143,7436,1707,320943
6844,5014,1830,312800
11685,8709,2976,283250
13271,9805,3466,1200060
7909,5152,2757,574404
10754,8222,2532,435072
6854,4317,2537,679400
19077,12616,6461,1398321
8905,6986,1919,639465
2974,2225,749,145542
10938,7327,3611,1149728
11609,7542,4067,590436
7510,5551,1959,872866
4227,2691,1536,604678
8429,5344,3085,1461120
3065,2083,982,370208
4616,3190,1426,528516
7348,4894,2454,977810
6120,4965,1155,185238
9251,6343,2908,1277580
7745,5860,1885,293112
6058,3867,2191,1130128
13846,9367,4479,1072351
5521,4471,1050,171715
11062,9082,1980,450112
1615,1253,362,149736
3989,2792,1197,503712
2607,1671,936,431808
2943,2211,732,151515
9938,6341,3597,638970
7425,5615,1810,1001040
4561,3215,1346,482238
1862,1360,502,76000
5920,4538,1382,476922
6386,5000,1386,304580
5337,3712,1625,417428
7502,5100,2402,434932
5829,4264,1565,267880
4080,3200,880,322588
12878,8970,3908,1268878
3138,2404,734,363220
3129,2488,641,247105
1621,1067,554,328265
6417,4300,2117,403206
8701,5798,2903,1462325
8955,5642,3313,1370230
13124,9922,3202,1546960
10398,8316,2082,452445
1621,1217,404,139503
1857,1473,384,179196
3674,2398,1276,506908
2490,1708,782,83400
7088,5781,1307,726274
5930,3941,1989,367848
4064,2567,1497,496368
9658,6375,3283,997808
7036,5332,1704,590324
5946,3771,2175,1046161
4584,3249,1335,613760
2061,1524,537,243880
7243,5607,1636,229770
1261,954,307,86078
18653,12733,5920,993720
3077,2396,681,338725
9920,7058,2862,1055906
889,661,228,53728
6616,4985,1631,315766
865,600,265,39400
3654,2520,1134,218901
10934,6899,4035,656832
1164,863,301,103884
7934,5720,2214,786520
8469,6798,1671,709597
11413,7846,3567,1108412
2634,1967,667,322525
2877,2057,820,446265
9942,6424,3518,769370
14847,10531,4316,2246586
4134,2631,1503,358820
1307,926,381,169920
16170,10400,5770,1791246
11011,7302,3709,539955
3440,2459,981,573339
9477,6027,3450,1119398
6187,4195,1992,400876
15157,9892,5265,997580
6638,5240,1398,220794
4419,3137,1282,442656
5038,3705,1333,258930
1863,1412,451,89420
418,344,74,28665
5891,4369,1522,569944
19490,13614,5876,1551500
2944,2425,519,156560
1235,807,428,186000
1758,1213,545,69960
6722,4220,2502,551936
14819,9974,4845,1703820
2026,1483,543,55272
5657,4525,1132,323185
5377,4382,995,281992
3949,2960,989,132720
10749,6774,3975,583044
7218,4679,2539,691650
5237,3466,1771,466890
4192,3487,705,95400
5388,3793,1595,907985
3608,2700,908,338314
922,581,341,123420
2975,2289,686,199640
8148,6757,1391,292923
5772,4206,1566,316728
6545,4842,1703,655874
5405,4380,1025,158224
1189,850,339,38880
17263,11713,5550,785970
12899,10748,2151,468790
13661,11027,2634,795285
9028,6082,2946,1092025
8512,6392,2120,1102080
8251,5458,2793,1074470
1406,952,454,241490
2706,2228,478,181288
8501,6049,2452,649020
10662,7066,3596,936135
4133,2976,1157,464474
7077,5384,1693,488679
1001,816,185,32487
461,339,122,28464
9212,6225,2987,1100458
3770,2678,1092,282988
1589,1092,497,163747
13399,8429,4970,1806309
5102,3324,1778,227495
6324,5121,1203,253184
3038,2280,758,234668
6319,3993,2326,651950
5804,3932,1872,835004
11220,7037,4183,311282
9586,7976,1610,456807
10166,6697,3469,614239
9417,6729,2688,987704
5929,4455,1474,596428
4857,3746,1111,301136
3180,2580,600,155376
940,753,187,29848
10938,7493,3445,1195466
10203,7342,2861,725492
3639,2411,1228,268620
6779,5532,1247,263900
8745,5901,2844,748060
2058,1377,681,158444
1195,909,286,122170
3974,2703,1271,235200
1668,1065,603,170640
2449,1983,466,109682
12727,10574,2153,199581
798,520,278,85470
9813,6192,3621,1008432
2072,1370,702,102543
6432,4545,1887,440510
18224,11564,6660,3644096
897,616,281,86520
6961,5581,1380,151788
2240,1461,779,204078
12254,7788,4466,1707420
6517,5312,1205,186052
11652,7369,4283,2249916
2849,2089,760,198800
10680,7194,3486,491986
7976,5090,2886,618345
2278,1670,608,316404
2976,2037,939,191118
2362,1743,619,348692
7071,5753,1318,509330
11401,8404,2997,1025800
5629,4043,1586,311956
1898,1231,667,368741
12275,9652,2623,799374
12434,8141,4293,698700
1630,1056,574,233128
9918,7065,2853,656339
4460,3019,1441,262428
3057,2175,882,112224
10169,6828,3341,1550640
7814,5673,2141,588645
7085,4960,2125,435754
7078,4666,2412,319224
972,762,210,27027
11810,8486,3324,324038
6224,4418,1806,468022
13824,11125,2699,591858
8449,6492,1957,381353
1607,1192,415,60648
2685,1970,715,265104
10271,8361,1910,380370
1374,1104,270,62271
5635,4480,1155,148288
6125,3834,2291,1226368
545,437,108,13770
17390,11054,6336,3635282
1802,1219,583,128702
18954,12861,6093,1604343
3572,2523,1049,234825
7730,5405,2325,834156
6495,5052,1443,167892
6341,4112,2229,678835
9318,6869,2449,731642
3241,2490,751,231770
2847,2337,510,264420
4524,3132,1392,187765
16894,11489,5405,1228217
3525,2786,739,187110
10891,8471,2420,952928
1818,1161,657,119394
2650,2204,446,72240
13690,10663,3027,1424151
2076,1523,553,126540
586,447,139,26288
1415,912,503,110808
4400,3399,1001,244602
2147,1551,596,42098
8592,5484,3108,1047861
13772,10542,3230,743104
2312,1925,387,152950
4098,2772,1326,256680
4501,3317,1184,149884
8556,6006,2550,1030326
13765,11330,2435,941463
1187,823,364,145351
16926,11450,5476,1351848
2518,1821,697,203194
17685,11311,6374,777936
7892,5750,2142,750600
10402,7733,2669,1214585
17053,13685,3368,603178
7237,4644,2593,864430
8653,6354,2299,419314
1455,949,506,217350
7566,5634,1932,716880
3782,2972,810,104329
11600,9229,2371,758980
6675,4219,2456,822375
4291,2865,1426,327336
12214,8587,3627,702900
16158,12202,3956,745316
15974,11449,4525,814242
1387,1146,241,35492
4157,2616,1541,199688
13705,9073,4632,786915
4689,3053,1636,206954
8624,5391,3233,242104
671,492,179,33594
2146,1664,482,159651
3659,2689,970,241188
1282,1029,253,97280
14928,9439,5489,1536416
2918,2406,512,138805
11597,7252,4345,753984
4846,3478,1368,344918
12520,8846,3674,504094
3600,2582,1018,244915
6998,5729,1269,260064
5086,3659,1427,522762
7667,5100,2567,914104
5804,3807,1997,255008
5808,4245,1563,504135
13307,9885,3422,1379584
2563,1983,580,230478
10460,7087,3373,1700784
13723,10838,2885,971700
10483,7885,2598,307439
6233,3970,2263,752879
7861,4917,2944,683164
6221,4041,2180,1163520
15256,10758,4498,1448070
5841,4148,1693,661736
11366,8281,3085,955152
3118,2192,926,254296
8226,6366,1860,699504
1884,1340,544,54020
10839,8800,2039,457905
1124,866,258,93280
9412,6884,2528,295659
707,589,118,18600
1634,1050,584,202048
1719,1391,328,80600
3934,2569,1365,225848
3538,2671,867,173545
14425,10642,3783,1802088
9768,6643,3125,1192280
6598,4171,2427,527065
1477,1111,366,83260
1622,1243,379,111506
18722,12842,5880,1737840
12572,8061,4511,1350752
1931,1529,402,118530
19473,12193,7280,991380
4083,2715,1368,612850
10872,7721,3151,1600722
9212,5854,3358,482804
5244,3458,1786,235440
3114,2542,572,192907
7570,5014,2556,583302
1740,1091,649,91728
4682,3025,1657,334184
7209,5596,1613,175947
