Duration,Clicks_Plus_Leads,Clicks,Leads,Revenue
14,11810,8486,3324,324038
13,6224,4418,1806,468022
20,13824,11125,2699,591858
22,8449,6492,1957,381353
8,1607,1192,415,60648
14,2685,1970,715,265104
21,10271,8361,1910,380370
21,1374,1104,270,62271
18,5635,4480,1155,148288
9,6125,3834,2291,1226368
8,545,437,108,13770
30,17390,11054,6336,3635282
13,1802,1219,583,128702
8,18954,12861,6093,1604343
18,3572,2523,1049,234825
5,7730,5405,2325,834156
20,6495,5052,1443,167892
10,6341,4112,2229,678835
8,9318,6869,2449,731642
6,3241,2490,751,231770
6,2847,2337,510,264420
8,4524,3132,1392,187765
23,16894,11489,5405,1228217
30,3525,2786,739,187110
16,10891,8471,2420,952928
9,1818,1161,657,119394
8,2650,2204,446,72240
24,13690,10663,3027,1424151
24,2076,1523,553,126540
11,586,447,139,26288
16,1415,912,503,110808
25,4400,3399,1001,244602
25,2147,1551,596,42098
19,8592,5484,3108,1047861
13,13772,10542,3230,743104
13,2312,1925,387,152950
23,4098,2772,1326,256680
11,4501,3317,1184,149884
30,8556,6006,2550,1030326
19,13765,11330,2435,941463
15,1187,823,364,145351
5,16926,11450,5476,1351848
14,2518,1821,697,203194
12,17685,11311,6374,777936
9,7892,5750,2142,750600
5,10402,7733,2669,1214585
13,17053,13685,3368,603178
22,7237,4644,2593,864430
8,8653,6354,2299,419314
8,1455,949,506,217350
15,7566,5634,1932,716880
28,3782,2972,810,104329
15,11600,9229,2371,758980
24,6675,4219,2456,822375
27,4291,2865,1426,327336
28,12214,8587,3627,702900
17,16158,12202,3956,745316
22,15974,11449,4525,814242
7,1387,1146,241,35492
8,4157,2616,1541,199688
12,13705,9073,4632,786915
22,4689,3053,1636,206954
16,8624,5391,3233,242104
19,671,492,179,33594
30,2146,1664,482,159651
14,3659,2689,970,241188
6,1282,1029,253,97280
14,14928,9439,5489,1536416
9,2918,2406,512,138805
30,11597,7252,4345,753984
12,4846,3478,1368,344918
9,12520,8846,3674,504094
30,3600,2582,1018,244915
18,6998,5729,1269,260064
18,5086,3659,1427,522762
7,7667,5100,2567,914104
15,5804,3807,1997,255008
10,5808,4245,1563,504135
5,13307,9885,3422,1379584
18,2563,1983,580,230478
9,10460,7087,3373,1700784
5,13723,10838,2885,971700
12,10483,7885,2598,307439
10,6233,3970,2263,752879
15,7861,4917,2944,683164
11,6221,4041,2180,1163520
11,15256,10758,4498,1448070
17,5841,4148,1693,661736
6,11366,8281,3085,955152
11,3118,2192,926,254296
18,8226,6366,1860,699504
20,1884,1340,544,54020
9,10839,8800,2039,457905
12,1124,866,258,93280
19,9412,6884,2528,295659
20,707,589,118,18600
5,1634,1050,584,202048
19,1719,1391,328,80600
25,3934,2569,1365,225848
15,3538,2671,867,173545
16,14425,10642,3783,1802088
28,9768,6643,3125,1192280
20,6598,4171,2427,527065
21,1477,1111,366,83260
6,1622,1243,379,111506
8,18722,12842,5880,1737840
18,12572,8061,4511,1350752
25,1931,1529,402,118530
9,19473,12193,7280,991380
25,4083,2715,1368,612850
30,10872,7721,3151,1600722
28,9212,5854,3358,482804
23,5244,3458,1786,235440
14,3114,2542,572,192907
16,7570,5014,2556,583302
26,1740,1091,649,91728
24,4682,3025,1657,334184
13,7209,5596,1613,175947
9,1279,859,420,66880
9,5635,3749,1886,332550
10,7260,5844,1416,275977
23,3431,2357,1074,263106
29,18326,11953,6373,833076
22,11138,7747,3391,665272
8,8201,5797,2404,556722
9,5156,3529,1627,491504
13,8110,5791,2319,654219
21,4352,3085,1267,171912
16,5201,3686,1515,396016
19,9266,6780,2486,371712
11,2176,1626,550,215430
20,5105,3425,1680,375627
16,2284,1448,836,187782
8,7870,5517,2353,546816
23,1200,798,402,142102
14,7935,6276,1659,259925
21,7528,5260,2268,955004
19,3524,2904,620,121584
14,7263,5470,1793,202313
6,5034,3640,1394,351780
30,19462,13956,5506,1891580
29,1562,1089,473,86411
20,634,514,120,24310
19,3645,2642,1003,235980
18,10370,7409,2961,1382575
25,9900,8046,1854,831222
30,14671,11366,3305,324465
27,4652,3830,822,191937
30,3512,2556,956,167034
11,14027,9264,4763,1976840
28,18459,12358,6101,913008
26,14284,10886,3398,392955
15,3831,2417,1414,565359
5,18988,12481,6507,1518400
16,3181,2004,1177,522104
30,9351,7487,1864,971946
15,8301,6255,2046,449264
17,11720,7750,3970,417000
14,15458,11119,4339,2387812
12,6129,4228,1901,182832
20,1011,811,200,22208
5,7609,5594,2015,421443
7,2219,1635,584,186813
18,2631,1674,957,243867
12,1460,1201,259,66625
16,4647,3266,1381,522720
6,6623,4925,1698,703280
11,3864,2750,1114,387750
6,1687,1331,356,60996
27,7971,6262,1709,379040
23,2406,1731,675,97528
24,4072,2665,1407,401004
11,9311,7728,1583,411714
11,7392,4780,2612,475586
11,574,440,134,17600
22,4066,2893,1173,180540
20,1528,1112,416,134974
24,12228,9089,3139,543390
15,3319,2189,1130,398728
8,10524,7253,3271,1126878
9,10760,8480,2280,460078
5,11931,7624,4307,1209720
14,12918,10351,2567,258639
12,3970,2483,1487,547600
29,3055,2127,928,301205
16,2777,1839,938,267525
18,2627,2040,587,180194
7,4749,3198,1551,394886
7,5114,3659,1455,140526
30,5116,4050,1066,242360
19,16504,12326,4178,346019
30,5539,4445,1094,93564
28,1092,799,293,134090
21,8819,5817,3002,898105
24,370,280,90,32665
19,8931,6005,2926,383021
28,1587,1009,578,231162
19,2922,1925,997,249660
9,9071,7400,1671,406560
25,2640,1792,848,153027
18,5276,3804,1472,224676
25,5221,4324,897,374884
8,1792,1444,348,96720
22,4098,3161,937,187210
13,17935,12139,5796,1299600
15,9080,6444,2636,533204
9,3327,2767,560,187308
23,4592,2912,1680,348445
18,3219,2013,1206,220892
22,9349,6455,2894,1003860
20,3385,2316,1069,154577
10,5339,4317,1022,427042
5,11835,9368,2467,445221
9,4392,2771,1621,463543
24,8603,6487,2116,603950
15,11978,8119,3859,832608
22,4305,2727,1578,697320
25,2061,1508,553,195684
9,1287,946,341,118313
12,8374,6241,2133,362336
23,21639,14026,7613,1618731
17,8216,5437,2779,648985
5,4814,3070,1744,407164
18,9325,6147,3178,284574
16,3928,3157,771,421124
8,8565,6947,1618,871680
18,4829,3986,843,181526
6,1154,937,217,55944
27,3393,2267,1126,308124
27,9605,6685,2920,667359
9,9125,6009,3116,578796
16,11156,7097,4059,994734
22,2361,1686,675,284394
14,1539,1207,332,143175
8,5082,3693,1389,242451
7,3246,2301,945,141191
17,3953,2976,977,117633
11,1697,1320,377,41180
14,11760,7993,3767,859196
7,1500,968,532,186147
9,524,432,92,38686
18,13278,8353,4925,1999543
21,4160,3301,859,202536
25,13962,11136,2826,322368
5,5382,3792,1590,229160
5,13981,10013,3968,1771390
22,12212,9596,2616,1086981
22,4427,3404,1023,310665
15,3594,2978,616,203770
20,2266,1455,811,90902
8,4666,2991,1675,387875
26,6509,4677,1832,913566
30,20825,13721,7104,979020
9,9108,6882,2226,936390
7,2779,2186,593,301263
16,1876,1484,392,134328
25,1063,709,354,90045
24,3281,2125,1156,254092
21,12884,8707,4177,1375257
19,7115,5877,1238,386043
20,9264,7635,1629,941486
26,961,652,309,47460
17,5129,4203,926,289296
22,4596,3646,950,152191
27,15057,9989,5068,1435786
6,3956,3061,895,106425
23,10302,7220,3082,1421900
10,3446,2438,1008,462500
12,3844,2717,1127,423150
14,8312,5958,2354,566642
18,5003,3922,1081,203252
18,5171,4063,1108,245616
15,5230,4016,1214,137319
11,10191,6643,3548,1100836
26,2029,1360,669,209605
7,1745,1339,406,118408
18,5183,3753,1430,432179
11,4560,3518,1042,478135
29,7778,5277,2501,340338
10,3095,2045,1050,543153
22,2007,1641,366,111390
30,1933,1524,409,133856
10,1857,1536,321,139189
18,9152,7432,1720,520695
20,5413,4088,1325,128927
23,1219,835,384,125160
27,17550,11693,5857,1396512
27,2102,1664,438,59885
16,9918,6243,3675,606624
7,2996,2008,988,169333
14,11830,8950,2880,762696
15,6095,4688,1407,334400
25,2453,1540,913,85409
29,21070,14482,6588,2356874
17,9864,6907,2957,769230
5,739,467,272,55601
17,6099,4334,1765,463632
25,10151,7885,2266,498844
19,1268,968,300,84700
14,4111,2970,1141,294525
17,7274,5188,2086,591764
13,1746,1282,464,118220
24,15335,11474,3861,709240
18,7367,4864,2503,510140
14,7480,4696,2784,1213352
15,11952,9131,2821,637200
25,13667,9822,3845,558465
28,4227,2676,1551,526848
30,10644,8281,2363,242736
7,13976,11626,2350,1192179
16,12526,9609,2917,1038960
6,2182,1439,743,400770
5,13289,9238,4051,345400
21,2033,1349,684,244650
14,2120,1579,541,143655
20,3636,2436,1200,103525
13,5268,3722,1546,727664
22,10283,8166,2117,396682
22,2616,1841,775,312455
19,2802,2315,487,117040
9,4618,3141,1477,904032
30,664,550,114,15160
18,5282,3594,1688,318227
17,4434,3403,1031,223390
14,3564,2884,680,127836
19,6151,4579,1572,206590
9,7002,5420,1582,361745
16,3045,2244,801,137088
8,6220,4163,2057,774982
17,5907,4641,1266,462039
5,8818,6665,2153,609760
9,14422,11127,3295,997810
5,7126,4847,2279,453582
25,5878,3981,1897,666746
19,13291,9679,3612,584614
24,10086,7718,2368,319000
11,1850,1386,464,69894
16,2276,1858,418,57546
8,18590,12606,5984,2503972
24,16708,11544,5164,919512
13,1239,825,414,187704
8,8460,5583,2877,480213
28,2712,1918,794,186468
27,7687,4921,2766,383744
12,747,490,257,30033
5,1802,1267,535,207444
25,9666,7272,2394,485958
13,11418,7935,3483,2046475
6,4393,3117,1276,389841
12,5844,4175,1669,417028
19,1202,911,291,87346
17,7347,4946,2401,326646
27,4246,2789,1457,116760
15,3347,2612,735,384456
5,4501,3679,822,262405
26,5901,4427,1474,167518
19,2660,2212,448,146306
14,9332,6116,3216,1323456
17,8272,5174,3098,912307
10,1066,865,201,48480
30,5462,4426,1036,315330
5,2371,1906,465,269008
19,2662,1702,960,135960
22,9187,7169,2018,420090
23,6778,4576,2202,864690
18,6216,4220,1996,310247
9,5519,3550,1969,462570
12,1868,1387,481,262435
19,18221,12370,5851,1759200
17,7258,4751,2507,573108
14,11125,7310,3815,2212006
6,1111,781,330,100322
16,8454,5523,2931,798289
23,8631,5931,2700,859188
20,1891,1388,503,123924
14,9713,7105,2608,612890
21,3004,2287,717,108600
18,2924,2313,611,323856
29,5965,4878,1087,89040
29,5903,4782,1121,326864
29,14255,11408,2847,1143000
17,2688,2131,557,212424
11,8461,5382,3079,1047628
24,4373,3438,935,223200
25,7071,5514,1557,226596
14,10084,7690,2394,1021080
29,7843,5230,2613,1266408
29,9275,6776,2499,648440
21,11774,9067,2707,449334
25,2912,2324,588,160256
8,14845,9286,5559,1802780
26,6169,4373,1796,305226
17,2356,1842,514,65178
23,2234,1426,808,338514
7,5491,4336,1155,299096
20,2359,1637,722,212175
18,6009,4295,1714,473588
24,4813,3066,1747,373677
21,6411,4112,2299,662991
30,8952,7420,1532,231680
23,6828,4988,1840,293568
21,2766,2053,713,83050
23,7121,5512,1609,568288
29,1008,788,220,38720
30,6418,5147,1271,256360
10,7466,5620,1846,378000
22,6164,5091,1073,395402
23,11261,7741,3520,778414
6,2750,2125,625,140855
7,15873,10804,5069,878766
7,4203,2643,1560,433136
23,7868,6369,1499,487254
27,7362,4973,2389,315400
9,5363,3426,1937,415710
11,3287,2244,1043,171031
5,5968,4511,1457,655371
16,2399,1536,863,144752
24,2021,1430,591,327364
5,10576,7947,2629,1214370
14,3547,2383,1164,77490
10,4179,3029,1150,545688
21,12433,9699,2734,476992
18,3711,2617,1094,148240
8,2432,1876,556,116200
18,5109,3841,1268,211876
16,13711,9759,3952,1926348
7,2727,2248,479,177520
23,10532,7755,2777,742560
7,6659,4611,2048,909060
17,16249,11226,5023,768930
13,7438,5751,1687,662025
15,14791,10605,4186,2138656
19,11941,9549,2392,478188
24,3100,2263,837,144078
29,5839,4424,1415,692709
24,11131,8487,2644,389784
23,6400,4652,1748,534590
26,1248,832,416,252810
18,14093,10464,3629,1402126
27,725,578,147,29355
9,5903,4824,1079,345740
28,8525,6019,2506,1146222
8,9798,7302,2496,648375
8,5041,3532,1509,578796
6,7856,6437,1419,228228
15,7455,5166,2289,686342
6,6824,4393,2431,371602
5,2941,2248,693,138938
14,14849,9538,5311,2859168
20,3251,2186,1065,116610
16,12145,8864,3281,388243
8,1591,1275,316,134676
29,1843,1440,403,72102
25,3111,2536,575,78250
16,6185,4635,1550,251000
18,6635,5072,1563,726388
8,6570,4450,2120,398912
16,1660,1046,614,105184
16,2538,1610,928,341187
27,5056,3273,1783,423615
16,15569,12497,3072,1345680
14,11160,8650,2510,812748
27,9124,7173,1951,545084
5,3696,2433,1263,296136
9,10952,7742,3210,1397739
18,1769,1214,555,94119
20,9901,8124,1777,217819
23,2213,1729,484,56196
11,2388,1599,789,142004
20,9784,6271,3513,638384
27,6946,5675,1271,322828
22,11568,8020,3548,806080
22,631,475,156,94116
25,3752,3123,629,94470
23,7219,5152,2067,665250
20,5969,4053,1916,535936
23,1604,1087,517,232155
15,2780,1826,954,215061
18,996,777,219,47160
6,15011,11899,3112,362520
30,2590,2147,443,210672
21,1357,1010,347,36990
19,2664,2207,457,131544
23,7859,5736,2123,388885
12,4189,3031,1158,270774
30,9774,6893,2881,689724
29,3595,2658,937,333861
27,5902,4518,1384,329766
15,6090,4183,1907,404088
14,1546,1281,265,64042
23,1215,912,303,38086
14,4430,3084,1346,216513
25,1025,757,268,40180
12,1289,911,378,30192
13,3635,2798,837,166370
20,2317,1481,836,241542
21,922,635,287,32163
22,4326,2844,1482,327981
6,1244,918,326,201728
7,6751,5338,1413,158675
27,11950,8984,2966,1302455
5,7944,5084,2860,1800288
29,6021,4136,1885,799876
9,2566,1718,848,396214
24,3054,2353,701,379257
28,9336,6207,3129,1420608
16,461,304,157,56540
6,4902,3366,1536,232426
11,10874,7485,3389,1134813
8,13521,9806,3715,719200
8,12845,8149,4696,716292
13,797,563,234,23165
30,2782,2047,735,255990
20,10663,7617,3046,1153953
6,13475,9044,4431,1480069
25,3312,2100,1212,490358
16,7904,5099,2805,925947
24,2452,2004,448,174746
13,1661,1366,295,129000
23,12738,8318,4420,1776120
25,7402,6047,1355,324731
15,1311,845,466,207044
26,5714,4737,977,171347
9,5926,4891,1035,321126
24,5946,3724,2222,248150
5,12621,7912,4709,787500
24,7722,6106,1616,283386
5,1150,929,221,52625
19,998,748,250,59136
8,4034,3317,717,235188
7,4639,3151,1488,512644
21,4326,3152,1174,450725
28,9105,5866,3239,1059013
12,1654,1142,512,274620
19,9342,6010,3332,1112754
15,14868,10045,4823,1089146
27,9313,7100,2213,413220
30,1818,1264,554,224707
11,2225,1444,781,194656
11,7392,5726,1666,313090
6,10647,6973,3674,775175
12,1383,1014,369,94128
9,5341,3708,1633,589944
10,1696,1398,298,150104
29,5234,4286,948,418593
22,10981,7114,3867,2104739
16,3633,2768,865,179994
14,3370,2610,760,209230
26,2030,1367,663,100284
23,6807,4889,1918,466764
24,3461,2278,1183,210862
28,2821,1869,952,543490
19,7212,5290,1922,641142
22,1893,1219,674,68580
25,9680,6620,3060,951855
16,7470,5306,2164,193242
12,13513,10349,3164,1317141
25,7230,4719,2511,589566
6,10311,7000,3311,998580
12,1400,979,421,66385
6,3968,2564,1404,479892
28,12321,9325,2996,531898
17,3369,2738,631,226092
12,12989,10432,2557,700308
21,1288,874,414,128760
11,2170,1565,605,112000
26,6460,4189,2271,760530
17,3049,1940,1109,377000
27,6617,4756,1861,231878
17,8968,6702,2266,1183518
18,2700,2229,471,128118
6,12101,8417,3684,338580
18,19532,12472,7060,1823320
20,5398,3495,1903,310554
23,4599,3399,1200,544830
27,6144,4711,1433,532890
29,4091,2644,1447,555200
9,6797,4883,1914,652537
17,3101,2377,724,277329
26,11644,7397,4247,1575348
27,2884,2117,767,65750
27,7198,5369,1829,314632
9,3520,2287,1233,649790
15,1896,1215,681,298110
13,2941,2213,728,118944
12,6490,5267,1223,651070
24,1551,1228,323,135442
25,9167,6192,2975,943599
10,1590,1038,552,200928
17,12116,9593,2523,1425287
19,1615,1214,401,63288
27,6854,4329,2525,437250
19,5667,3715,1952,523668
11,5888,4298,1590,511506
23,14299,10568,3731,1398379
24,2536,2072,464,85068
21,2993,2105,888,246026
21,16888,10568,6320,2432850
18,4885,3161,1724,171000
22,2262,1464,798,164850
23,1533,1112,421,164450
23,4529,3015,1514,356487
19,4098,3215,883,170408
6,4474,2802,1672,691505
21,5181,3469,1712,951808
16,1112,874,238,63404
11,4627,3453,1174,400587
28,7934,5432,2502,590631
16,1018,702,316,119063
6,1116,724,392,144188
27,19399,13397,6002,3261115
23,3599,2466,1133,294025
14,7793,5201,2592,1497012
7,1722,1144,578,195952
16,7660,6294,1366,470844
22,12536,9102,3434,1471572
21,2112,1419,693,353023
11,8409,5522,2887,480909
9,2652,2065,587,175665
25,8082,5811,2271,441309
13,2180,1509,671,276780
19,852,539,313,108376
29,17704,11509,6195,883200
15,5476,3729,1747,708474
14,612,438,174,15800
18,16466,11772,4694,947700
20,5669,4068,1601,465744
19,2233,1773,460,66584
23,1963,1294,669,112360
21,16582,11136,5446,2693736
12,11721,7736,3985,1293444
16,18614,12216,6398,1905169
19,3101,2243,858,197286
8,3381,2424,957,241266
8,4983,3286,1697,363272
6,1941,1264,677,224676
22,3141,2281,860,188936
27,12005,7823,4182,1169136
26,7478,5051,2427,739020
7,4983,3696,1287,267245
23,1387,1156,231,33858
21,1314,975,339,99170
9,8691,5492,3199,1107264
19,9917,8050,1867,187563
30,2366,1868,498,71808
20,4666,3677,989,105152
11,3067,2315,752,221650
10,2944,2413,531,116127
16,7724,5448,2276,1120056
5,13399,8443,4956,1355750
28,2382,1695,687,78100
7,14140,8921,5219,723912
22,5209,3976,1233,115621
19,1911,1197,714,169986
25,6822,4565,2257,462626
21,3501,2375,1126,154907
6,2383,1852,531,242346
27,13518,9727,3791,1490596
7,1335,957,378,126630
28,5638,3539,2099,395433
12,8521,6345,2176,1059863
8,2176,1401,775,167640
24,15856,10055,5801,1939080
18,2965,2206,759,113430
24,10251,7057,3194,305599
6,6283,5033,1250,239644
26,10781,8941,1840,363800
17,2941,2110,831,211992
11,7142,4670,2472,565281
21,4634,3492,1142,211736
16,8852,5908,2944,1305500
9,12222,9588,2634,237185
28,9684,8054,1630,536129
26,4401,2807,1594,396990
20,6900,4745,2155,416770
5,14273,10170,4103,1227279
23,4053,2972,1081,549173
13,11605,8059,3546,1542528
27,9702,7890,1812,455100
17,6021,3798,2223,526309
27,4174,3183,991,308555
13,3082,2062,1020,217170
7,1567,1189,378,112065
18,570,366,204,30268
30,5508,4177,1331,401141
30,6161,4039,2122,532950
26,5028,3264,1764,135700
8,3722,3087,635,121890
9,15853,11643,4210,741426
8,2916,2389,527,82492
24,14778,10358,4420,859503
10,14745,10257,4488,771210
6,3776,2702,1074,486720
12,14731,9523,5208,1421343
18,4315,2978,1337,163560
21,9113,5864,3249,953964
11,9215,5913,3302,1818060
25,9197,6485,2712,811805
15,1892,1216,676,117975
7,3852,3175,677,258622
28,4105,2580,1525,366912
20,3733,3094,639,299990
5,7035,4705,2330,701272
19,9790,7280,2510,708564
26,6237,4858,1379,520446
30,10517,7224,3293,517293
8,16423,11349,5074,955890
29,7484,5308,2176,949750
11,5270,3609,1661,543616
28,5537,4391,1146,198720
10,6807,5115,1692,510614
23,2128,1559,569,134608
18,12755,9638,3117,939150
13,2948,1883,1065,210444
12,1719,1406,313,51352
18,6115,4661,1454,405876
29,6341,4943,1398,343311
18,8210,5190,3020,1714314
15,7706,5013,2693,801540
23,3131,2599,532,141693
25,2382,1794,588,140750
29,15959,12008,3951,712312
23,5125,4012,1113,546360
5,2679,1747,932,253365
14,1134,765,369,81498
24,11214,7379,3835,518015
6,1661,1142,519,170232
16,4414,3049,1365,647752
6,1469,928,541,173052
7,9759,6884,2875,928070
5,8503,5959,2544,703470
5,2156,1573,583,101493
19,8213,6624,1589,540930
13,13997,9259,4738,1949394
28,6123,4121,2002,450205
10,8986,6189,2797,712347
11,12984,8953,4031,444925
19,499,367,132,43208
28,4392,2975,1417,164575
21,8959,6969,1990,488880
10,4642,3389,1253,202880
10,2065,1622,443,227010
9,6211,4266,1945,401790
19,5949,4308,1641,569422
18,5669,3998,1671,619850
26,2784,1833,951,384090
16,6632,4873,1759,1061436
25,12071,7890,4181,1622376
24,10890,6929,3961,628224
25,16792,11305,5487,930110
28,3182,2056,1126,271143
24,9561,7719,1842,664845
26,5905,3734,2171,273000
20,6204,4336,1868,449328
19,709,565,144,43466
15,2023,1412,611,150592
11,3688,3051,637,259378
24,1867,1531,336,94272
30,7518,4800,2718,661815
20,6397,4497,1900,788848
10,11520,7813,3707,643140
15,8402,6531,1871,841000
8,8482,6779,1703,467687
5,2777,1737,1040,170781
9,11463,8602,2861,1501830
14,1374,1006,368,32670
13,2453,1549,904,318202
25,7673,6123,1550,442800
25,6145,4161,1984,347242
19,4683,3386,1297,476037
30,2821,1969,852,183600
25,1388,1069,319,73298
16,1334,1053,281,43605
24,13688,8573,5115,2610960
20,8659,6803,1856,477666
16,3661,2421,1240,300501
23,4883,3321,1562,194184
6,3245,2677,568,64227
28,10012,6422,3590,693576
12,4588,2891,1697,793902
10,3888,2764,1124,546339
8,1180,933,247,29340
6,1170,735,435,149073
23,6824,4497,2327,623350
30,9409,6463,2946,1559642
15,1568,1300,268,50903
11,8556,5500,3056,452430
8,3294,2290,1004,189108
19,15062,10699,4363,839124
16,13635,10037,3598,835312
18,10272,6585,3687,567640
15,14832,9979,4853,778848
29,13061,9547,3514,977648
9,3413,2325,1088,279517
19,8021,6534,1487,712011
15,1551,1264,287,36256
20,5307,3638,1669,761917
24,1905,1345,560,85746
12,1730,1151,579,179550
7,4510,3132,1378,222360
15,2775,1769,1006,311740
19,1317,929,388,67599
9,5205,4093,1112,309684
24,1117,905,212,76514
25,7265,4650,2615,617580
8,2450,1920,530,117096
28,5018,3941,1077,256880
17,714,520,194,71145
14,3744,2561,1183,124279
28,13170,9289,3881,768168
20,4341,2726,1615,714918
24,8129,6213,1916,195547
29,1079,749,330,92520
6,9582,7245,2337,924800
17,3003,1885,1118,648318
11,15104,9628,5476,1111530
19,1219,771,448,122578
22,8489,5372,3117,350014
5,5719,3721,1998,396440
20,3223,2346,877,416024
10,1104,833,271,64024
22,4433,3651,782,201875
8,2015,1378,637,65400
14,3623,2697,926,379080
10,7298,5848,1450,314600
26,15149,11092,4057,930207
9,2345,1729,616,167480
29,4758,3432,1326,679896
24,3123,1956,1167,355320
12,14235,10140,4095,835946
22,9657,7793,1864,800410
22,18086,12810,5276,781000
21,2550,1761,789,280120
8,951,617,334,85895
15,5050,3358,1692,531258
23,1680,1086,594,222880
9,1933,1558,375,116800
12,10206,8262,1944,383152
18,1619,1189,430,155376
30,2879,2010,869,251940
15,2873,2160,713,197613
25,1344,847,497,60372
20,6948,5409,1539,252648
26,1565,1036,529,253572
23,17674,12378,5296,2206862
23,4522,3396,1126,428853
16,1668,1223,445,190400
21,15290,10326,4964,1828320
27,5558,3517,2041,272415
16,2359,1503,856,124120
9,11765,8838,2927,737665
11,1303,1033,270,64641
17,4766,3412,1354,628245
11,6142,4707,1435,412720
23,7770,4908,2862,393393
25,14396,9066,5330,2937376
6,16238,12074,4164,850668
11,10989,7145,3844,870840
6,1655,1309,346,80562
11,4597,3016,1581,859103
9,6996,5629,1367,272964
13,5560,3886,1674,726645
15,2866,1910,956,281820
11,5371,3644,1727,433344
11,5739,4377,1362,185126
5,9878,7987,1891,340480
22,1722,1242,480,103880
8,14036,8993,5043,1571612
25,6054,4626,1428,106400
6,9412,7211,2201,340538
18,2024,1317,707,163072
21,8434,6581,1853,320025
11,5234,4233,1001,308616
9,2982,2461,521,106113
15,6478,5229,1249,222285
16,6390,4282,2108,260800
27,15690,10366,5324,1861398
12,4268,3102,1166,120750
23,7717,5576,2141,345650
11,1423,942,481,100548
17,5389,3933,1456,459476
14,7107,4506,2601,1587141
13,1598,1231,367,43344
11,1161,964,197,26894
17,6553,4219,2334,826116
19,6034,4869,1165,205452
5,12487,9396,3091,482220
19,4164,3210,954,143616
13,15321,10725,4596,1438545
14,5177,4195,982,97310
22,3818,2519,1299,187200
25,1430,1160,270,57291
16,1418,1155,263,142006
19,11422,7197,4225,1481454
15,8068,5059,3009,486486
12,17224,11650,5574,1381644
29,13192,9790,3402,582392
8,2306,1728,578,153920
12,4178,3425,753,175616
17,978,748,230,40625
13,1240,935,305,101528
6,8636,6659,1977,362102
19,2200,1689,511,106190
19,14442,10651,3791,1178850
29,2659,2075,584,160908
17,3788,2746,1042,459952
14,11289,9018,2271,500764
13,7371,4776,2595,1124928
14,15889,11494,4395,1128744
6,4126,2644,1482,288435
7,12627,8843,3784,788942
21,3551,2322,1229,499968
19,7343,4686,2657,566420
20,1137,769,368,177380
18,19452,12570,6882,1468760
10,10222,8101,2121,1012050
9,12051,10035,2016,932400
27,4317,3300,1017,256224
24,1571,1223,348,78725
15,17487,12362,5125,846412
15,11695,8382,3313,1175564
17,6451,4941,1510,213571
29,8779,6325,2454,1198050
27,431,292,139,47520
20,7273,4862,2411,1041930
10,911,641,270,79618
21,10002,6504,3498,705939
7,3768,2427,1341,541842
28,13516,10755,2761,1444850
13,2167,1431,736,181038
19,6864,4699,2165,1019700
21,5323,3357,1966,512820
7,9243,7331,1912,513770
21,2645,1799,846,255550
7,3692,2658,1034,124800
20,2959,1879,1080,162848
25,3116,2547,569,291510
14,1592,1322,270,41750
26,3524,2806,718,388275
23,5858,4672,1186,333792
6,5374,3560,1814,364766
30,6564,4200,2364,605894
10,1500,1029,471,94611
9,9120,6257,2863,543612
18,20504,13130,7374,2768216
21,601,382,219,45080
22,6251,4700,1551,183388
28,10461,8439,2022,340164
6,7394,6009,1385,367990
12,14438,10329,4109,1737099
30,14911,10362,4549,974004
14,3665,2847,818,165165
18,14545,10984,3561,884212
8,11132,8554,2578,552820
30,14674,10576,4098,703235
22,7142,5492,1650,901246
6,5748,4326,1422,178497
26,10915,6852,4063,1223835
25,12491,7942,4549,851304
5,10777,8331,2446,1490648
22,4338,3549,789,109687
9,3375,2301,1074,402628
28,12240,8369,3871,1229918
24,5785,4531,1254,236592
6,8553,5918,2635,695200
6,20313,13300,7013,2531970
17,7923,5198,2725,519750
16,3566,2455,1111,352660
20,5420,3650,1770,823301
27,7045,5325,1720,261170
5,19833,14574,5259,1046493
7,5896,4405,1491,445179
30,7759,5312,2447,692250
28,2847,2051,796,269874
18,4078,2689,1389,404022
29,1604,1219,385,37062
6,3717,2945,772,438370
30,1180,786,394,166464
18,6048,4456,1592,408577
14,4937,3601,1336,238160
7,2077,1382,695,148701
13,4508,3167,1341,377649
19,4661,3724,937,230264
25,6010,4738,1272,445890
10,12205,7778,4427,1076535
10,11644,8652,2992,752150
12,5935,3891,2044,576312
27,1573,1140,433,61306
29,2344,1598,746,114244
13,6035,4627,1408,169182
13,9809,6389,3420,1493712
11,9574,7094,2480,649950
21,6495,5056,1439,173040
27,2955,2175,780,150718
29,5561,4003,1558,227650
9,6741,4541,2200,527615
5,9827,8011,1816,323136
16,2584,1622,962,324675
29,2208,1678,530,112518
23,5880,4560,1320,473928
5,4631,3604,1027,285645
14,8281,6852,1429,390483
27,5282,4396,886,380212
25,7990,5492,2498,550164
21,1116,927,189,79732
15,8665,6594,2071,403959
21,4290,3310,980,233686
10,1318,861,457,94672
24,3894,3141,753,106700
11,10433,7298,3135,766057
28,1663,1108,555,188955
23,11177,7239,3938,914600
28,2883,1873,1010,212472
15,13144,8906,4238,1769261
17,6111,4119,1992,1133265
30,6668,5360,1308,634203
14,8492,7026,1466,763594
25,11182,8504,2678,572592
21,1241,911,330,58316
20,2913,1840,1073,336420
29,3559,2564,995,250498
